store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
The Shoppes at Webb Gin,2670,"1350 Scenic Highway, Ste 308",,Snellville,GA,30078,US,(678) 344-0617,33.8977458,-84.0043752,Sun:12:00PM -  6:00PM; ,,0
ABQ Uptown,2671,"2241 Q Street NE, Ste 7B",,Albuquerque,NM,87110,US,(505) 888-9688,35.1033284,-106.5674855,Sun:11:00AM -  6:00PM; ,,0
The Promenade Shops at Centerra,2672,"5865 Sky Pond Dr, Ste G112",,Loveland,CO,80538,US,(970) 461-1977,40.4145298,-104.990317,Sun:11:00AM -  6:00PM; ,,0
Branson Landing,2673,1003 Branson Landing Boulevard,,Branson,MO,65616,US,(417) 239-0160,36.6560611,-93.2205471,Mon - Thu:10:00AM - 10:00PM; ,,0
Towne Place at Greenbrier,2675,"725 Eden Way, Ste 720",,Chesapeake,VA,23320,US,(757) 312-8292,36.7722891,-76.2357082,Sun:12:00PM -  6:00PM; ,,0
The Mall at Turtle Creek,2676,"3000 E Highland Dr, Ste 501",,Jonesboro,AR,72401,US,(870) 336-2642,35.8232943,-90.6641677,Mon - Fri:Closed; ,,0
Claremont Village,2677,"101 N Indian Hill Blvd, Ste C1-100",,Claremont,CA,91711,US,(909) 621-3492,34.0947715,-117.7194937,Sun:11:00AM -  6:00PM; ,,0
205 Howard Street,2678,205 Howard St,,Petoskey,MI,49770,US,(231) 347-2999,45.3756185,-84.9553069,Sun:12:00PM -  4:00PM; ,,0
Tanger Outlet Center  Hershey,2679,57 Outlet Square,,Hershey,PA,17033,US,(717) 534-9524,40.2944137,-76.6460737,Sun:10:00AM -  7:00PM; ,,0
Green Oak Village Place,2680,9660 Village Place Boulevard,,Brighton,MI,48116,US,(810) 229-7694,42.5086535,-83.7547611,Sun:11:00AM -  6:00PM; ,,0
Capital Mall,2681,"2511 4th Ave W., Ste 101",,Olympia,WA,98502,US,(360) 357-3388,47.0436343,-122.9340022,Sun:10:30AM -  6:00PM; ,,0
Hagerstown Premium Outlets,2682,110 Prime Outlets Boulevard.,,Hagerstown,MD,21740,US,(301) 665-9271,39.607421,-77.732361,Sun:10:00AM -  7:00PM; ,,0
Peninsula Town Center,2683,"1630 Merchant Lane, Ste B-177",, Hampton,VA,23666,US,(757) 825-2489,37.0448047,-76.3938378,Sun:12:00PM -  6:00PM; ,,0
Wrentham Village Premium Outlets,2684,"1 Premium Outlets Blvd, Sp 485",,Wrentham,MA,02093,US,(508) 384-0275,42.0667652,-71.3281114,Mon - Thu:9:00AM -  9:00PM; ,,0
Powder Mill Square,2685,3846 Kennett Pike,,Greenville,DE,19807,US,(302) 777-4478,39.77594,-75.5969224,Sun:11:00AM -  6:00PM; ,,0
Woodland Hills Mall,2686,"7021 South Memorial Drive, Ste 179B",,Tulsa,OK,74133,US,(918) 459-5943,36.0632284,-95.8818735,Sun:12:00PM -  7:00PM; ,,0
Rampart Commons,2687,1019 S Rampart Blvd,,Las Vegas,NV,89145,US,(702) 951-8025,36.1605871,-115.2927651,Sun:11:00AM -  6:00PM; ,,0
Paoli Shopping Center,2688,20 Paoli I Shopping Center,,Paoli,PA,19301,US,(610) 407-4074,40.0409973,-75.4780682,Sun:11:00AM -  6:00PM; ,,0
428 Railroad Avenue,2689,428 Railroad Ave,,Danville,CA,94526,US,(925) 552-6427,37.819268,-121.997008,Sun:11:00AM -  6:00PM; ,,0
Tanger Outlet Center Riverhead II,2690,"1947 Old Country Road, # 1010",,Riverhead,NY,11901,US,(631) 369-3586,40.9225167,-72.7092954,Sun:10:00AM -  8:00PM; ,,0
Southbury Green Shopping Center,2691,775 Main St S,,Southbury,CT,06488,US,(203) 262-0550,41.4633691,-73.2317118,Sun:11:00AM -  5:00PM; ,,0
River Forest Town Center,2692,7337 Lake St,,River Forest,IL,60305,US,(708) 366-3979,41.8879431,-87.8081564,Mon - Wed:10:00AM -  8:00PM; ,,0
Boonsboro Shopping Center,2693,4925 Boonsboro Road,,Lynchburg,VA,24503,US,(434) 386-9100,37.4471432,-79.2178764,Sun:12:00PM -  6:00PM; ,,0
Seventh Street Shoppes,2694,179 Seventh St,,Garden City,NY,11530,US,(516) 877-1630,40.7254347,-73.6349097,Mon - Wed:10:00AM -  8:00PM; ,,0
Oakway Center,2695,40 Oakway Center,,Eugene,OR,97401,US,(541) 344-4775,44.0658723,-123.0765966,Sun:11:00AM -  6:00PM; ,,0
Settlers' Green Outlet Village,2697,"2 Common Court, Space B48",,North Conway,NH,03860,US,(603) 356-0249,44.0230638,-71.1139274,Sun:10:00AM -  6:00PM; ,,0
Outlets at Castle Rock,2698,"5050 Factory Shops Blvd, Suite 165",,Castle Rock,CO,80108,US,(720) 733-5168,39.4147491,-104.872852,Sun:11:00AM -  6:00PM; ,,0
Tanger Outlet Center Mebane,2699,"4000 Arrowhead Blvd, Suite 550",,Mebane,NC,27302,US,(919) 304-1623,36.0735226,-79.2685525,Sun:10:00AM -  7:00PM; ,,0
Gulfport Premium Outlets,2700,10655 Factory Shops Blvd,,Gulfport,MS,39503,US,(228) 863-5169,30.4274335,-89.0992169,Mon - Thu:9:00AM -  9:00PM; ,,0
Tanger Outlet Center Charleston,2702,"4840 Tanger Outlet Boule, Suite 131",,North Charleston,SC,29418,US,(843) 529-3265,32.873221,-80.018178,Sun:10:00AM -  7:00PM; ,,0
The Shops of Grand River,2703,"6200 Grand River Blvd E., Ste. 126",,Leeds,AL,35094,US,(205) 699-1105,33.5488005,-86.5961282,Sun:12:00PM -  6:00PM; ,,0
Aurora Farms Premium Outlets,2704,"549 S Chilicothe Rd, Ste 399",,Aurora,OH,44202,US,(330) 995-9000,41.3018402,-81.3413145,Sun:10:00AM -  7:00PM; ,,0
Delray Marketplace,2705,"9097 W. Atlantic Avenue, Suite 100",,Delray Beach,FL,33446,US,(561) 499-1639,26.454642,-80.1908185,Sun:12:00PM -  6:00PM; ,,0
Tanger Outlet Center Hilton Head I,2710,"1254 Fording Island Rd., Ste 260",,Bluffton,SC,29910,US,(843) 837-4411,32.2450146,-80.8328179,Sun:10:00AM -  7:00PM; ,,0
Tanger Outlet Center Pittsburgh,2711,"2200 Tanger Blvd., Ste 940",,Washington,PA,15301,US,(724) 228-1405,40.2164404,-80.2112921,Sun:10:00AM -  7:00PM; ,,0
Foothills,2712,"3120 S College Ave, Suite 150",,Fort Collins,CO,80525,US,(970) 204-1881,40.544725,-105.076925,Sun:11:00AM -  6:00PM; ,,0
Zona Rosa,2713,"8742 NW Prairie View Rd, Spc E115",,Kansas City,MO,64153,US,(816) 741-0780,39.2525717,-94.6648444,Sun:12:00PM -  6:00PM; ,,0
Hamburg Pavilion,2714,"2308 Sir Barton Way, # 140",,Lexington,KY,40509,US,(859) 264-9950,38.0239136,-84.4215712,Sun:12:00PM -  6:00PM; ,,0
The Avenue West Cobb,2715,"3625 Dallas Hwy SW, Ste 620",,Marietta,GA,30064,US,(770) 428-0125,33.9522431,-84.6570419,Sun:12:00PM -  6:00PM; ,,0
North Towne Plaza,2716,"5901 Wyoming Boulevard NE, Ste M",,Albuquerque,NM,87109,US,(505) 823-2055,35.1467634,-106.5563238,Mon - Fri:10:00AM -  8:00PM; ,,0
Westview Promenade,2717,5215 Buckeystown Pike,,Frederick,MD,21704,US,(301) 620-9941,39.3742284,-77.4121128,Sun:12:00PM -  6:00PM; ,,0
Greenway Station,2718,"1651 Deming Way, Ste 102",,Middleton,WI,53562,US,(608) 836-4919,43.0917642,-89.5266567,Sun:11:00AM -  5:00PM; ,,0
The Shops at Clarkson Corner,2719,"1590 Clarkson Rd, Ste 106",,Chesterfield,MO,63017,US,(636) 537-4005,38.645687,-90.5632358,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at English Village,2720,"1460 Bethlehem Pike, 320",,North Wales,PA,19454,US,(215) 542-1123,40.207799,-75.2235209,Sun:12:00PM -  6:00PM; ,,0
Kingwood Commons,2721,876 Kingwood Dr,,Kingwood,TX,77339,US,(281) 358-5076,30.0497394,-95.2450587,Sun:12:00PM -  6:00PM; ,,0
The Avenue,2722,1817 Avenue of America,,Monroe,LA,71201,US,(318) 387-9099,32.5263448,-92.113585,Sun:12:00PM -  6:00PM; ,,0
Fairfax Corner,2723,4216 Fairfax Corner W Avenue,,Fairfax,VA,22030,US,(703) 222-6671,38.8582075,-77.3571607,Sun:11:00AM -  6:00PM; ,,0
Rimrock Mall,2724,316 S 24th Street W,,Billings,MT,59102,US,(406) 652-9249,45.763916,-108.5768953,Sun:11:00AM -  6:00PM; ,,0
348 Main Street,2725,348 Main Street,,Franklin,TN,37064,US,(615) 599-8471,35.9248323,-86.8702681,Mon - Fri:10:00AM -  9:00PM; ,,0
Woodland Mall,2750,"3155 28th Street SE, Ste G108",,Grand Rapids,MI,49512,US,(616) 285-4519,42.9125227,-85.5891411,Sun:12:00PM -  6:00PM; ,,0
Twelve Oaks Mall,2782,"27246 Novi Road, B-127",,Novi,MI,48377,US,(248) 305-9045,42.4921216,-83.4703437,Sun:12:00PM -  6:00PM; ,,0
North Georgia Premium Outlets,2783,"800 Hwy 400 S, Ste 250",,Dawsonville,GA,30534,US,(706) 265-7949,34.3578144,-84.0478628,Mon - Thu:10:00AM - 10:00PM; ,,0
The Promenade at Westlake,2784,"4050 E Thousand Oaks Bouleva, Ste C",,Thousand Oaks,CA,91362,US,(805) 449-1545,34.1597602,-118.8214396,Sun:11:00AM -  6:00PM; ,,0
Annapolis Harbour Center,2785,"2488 Solomons Island Road, G-7",,Annapolis,MD,21401,US,(410) 224-7383,38.983082,-76.5359676,Sun:12:00PM -  5:00PM; ,,0
Lamar Park Center,2786,"3844 S Alameda St., Sp 18",,Corpus Christi,TX,78411,US,(361) 852-2244,27.7218102,-97.3894772,Sun:12:00PM -  6:00PM; ,,0
Oakbrook Center,2787,424 Oakbrook Center,,Oak Brook,IL,60523,US,(630) 575-9101,41.8509865,-87.9529713,Sun:11:00AM -  6:00PM; ,,0
SouthPointe Pavilions,2788,"2940 Pine Lake Road, Ste L",,Lincoln,NE,68516,US,(402) 423-3228,40.7428884,-96.6788023,Sun:12:00PM -  6:00PM; ,,0
Shops at Amelia Island Plantation,2789,93 Amelia Village Circle,,Amelia Island,FL,32034,US,(904) 321-2211,30.5785318,-81.4455684,Sun:11:00AM -  6:00PM; ,,0
Oak Park Mall,2790,11453 West 95th Street,,Overland Park,KS,66214,US,(913) 310-9775,38.9564484,-94.7186915,Sun:11:00AM -  6:00PM; ,,0
Harvard Square,2791,"18000 W Bluemound Rd, Ste S",,Brookfield,WI,53045,US,(262) 879-0336,43.0376458,-88.1372765,Mon - Fri:10:00AM -  6:00PM; ,,0
Plaza Del Mar,2792,266 S Ocean Boulevard,,Manalapan,FL,33462,US,(561) 547-9724,26.5829213,-80.0390521,Sun:9:30AM -  6:00PM; ,,0
Penn Square Mall,2793,"1901 NW Expressway, Ste 1034",,Oklahoma City,OK,73118,US,(405) 843-0092,35.5246909,-97.5440106,Sun:12:00PM -  6:00PM; ,,0
Biltmore Fashion Park,2794,"2502 E Camelback Road, Ste 183",,Phoenix,AZ,85016,US,(602) 508-8422,33.5103953,-112.0286923,Sun:11:00AM -  6:00PM; ,,0
The Streets at Southpoint,2795,"6910 Fayetteville Rd, Ste 159",,Durham,NC,27713,US,(919) 572-0221,35.9042028,-78.9411632,Sun:12:00PM -  7:00PM; ,,0
Fashion Valley,2796,"7007 Friars Road, Ste 300",,San Diego,CA,92108,US,(619) 542-1943,32.7674839,-117.1656617,Sun:11:00AM -  7:00PM; ,,0
Cherry Hill Mall,2797,"2000 Route 38, Ste 1125",,Cherry Hill,NJ,08002,US,(856) 661-1600,39.9418533,-75.0261976,Sun:12:00PM -  6:00PM; ,,0
The Oakwood Centre,2798,2500 Far Hills Ave,,Dayton,OH,45419,US,(937) 299-5886,39.7084689,-84.170494,Sun:12:00PM -  5:00PM; ,,0
Dogwood Festival Market,2799,112 Dogwood Blvd,,Flowood,MS,39232,US,(601) 919-9801,32.3403141,-90.0594979,Sun:12:00PM -  6:00PM; ,,0
Aliso Village Shopping Center,3142,23966 Aliso Creek Road,,Laguna Niguel,CA,92677,US,(949) 238-8636,33.5554328,-117.7129998,Sun:11:00AM -  5:00PM; ,,0
Lakeline Mall,3161,"11200 Lakeline Mall Dr, F05B",,Cedar Park,TX,78613,US,(512) 645-3426,30.505198,-97.8202888,Sun:12:00PM -  6:00PM; ,,0
Fremaux Town Center,3685,850 Town Center Parkway.,,Slidell,LA,70458,US,(985) 718-3104,30.2684562,-89.7621476,Sun:12:00PM -  6:00PM; ,,0
Plaza del Caribe,3743,"2050 Ponce By Pass, Ste 400",,Ponce,PR,00717,PR,(787) 987-7029,18.0086125,-66.6147383,Sun:11:00AM -  7:00PM; ,,0
Market Street at Heath Brook.,4635,"4414 SW College Rd, Ste 1920",,Ocala,FL,34474,US,(352) 390-2775,29.13876,-82.190412,Sun:12:00PM -  6:00PM; ,,0
