store_name	store_number	address	address2	city	state	zip_code	country	phone_number	latitude	longitude	store_hours	store_type	other_fields
Lynchburg, JCPenney at River Ridge Mall		3409 Candlers Mountain Rd	Lynchburg, VA 24502	Lynchburg	Virginia	24502	Sephora inside JCPenney	(434) 237-4741			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Colonial Heights, JCPenney at Southpark Mall		6 Southpark Mall	Colonial Heights, VA 23834-2962	Colonial Heights	Virginia	23834-2962	Sephora inside JCPenney	(804) 526-1487			Mo-Th 10:00-21:00; Fr 10:00-21:30; Sa 09:00-21:30; Su 11:00-19:00	Store	
Chesapeake, JCPenney at Greenbrier Mall		1401 GREENBRIER PKWY STE 300	Chesapeake, VA 23320	Chesapeake	Virginia	23320	Sephora inside JCPenney	(757) 361-0180			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Sandy, JCPenney at South Towne Center		10450 S STATE STE	Sandy, UT 84070	Sandy	Utah	84070	Sephora inside JCPenney	(801) 572-9229			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
South Jordan, JCPenney at The District		11552 S District Dr	South Jordan, UT 84095	South Jordan	Utah	84095	Sephora inside JCPenney	(801) 495-4970			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
South Burlington, JCPenney at University Mall		155 DORSET ST	South Burlington, VT 5403	South Burlington	Vermont	5403	Sephora inside JCPenney	(802) 860-6388			Mo-Sa 09:30-21:00; Su 11:00-18:00	Store	
Salt Lake City, JCPenney at Valley Fair Mall		3601 S 2700 W	Salt Lake City, UT 84119	Salt Lake City	Utah	84119	Sephora inside JCPenney	(801) 967-6003			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Riverdale, JCPenney at Riverdale Center		4185 Riverdale Rd	Riverdale, UT 84405-3509	Riverdale	Utah	84405-3509	Sephora inside JCPenney	(801) 621-2575			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Provo, JCPenney at Provo Towne Center		1200 Towne Centre Blvd	Provo, UT 84601-2996	Provo	Utah	84601-2996	Sephora inside JCPenney	(801) 852-3500			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Layton, JCPenney at Layton Hills Mall		1201 N. Hill Field Rd	Layton, UT 84041-2103	Layton	Utah	84041-2103	Sephora inside JCPenney	(801) 543-2225			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Wichita Falls, JCPenney at Sikes Senter Mall		3111 Midwestern Pkwy	Wichita Falls, TX 76308	Wichita Falls	Texas	76308	Sephora inside JCPenney	(940) 692-9630			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Waxahachie, JCPenney at Waxahachie Towne Center Crossing		1441 N Hwy 77	Waxahachie, TX 75165	Waxahachie	Texas	75165	Sephora inside JCPenney	(972) 937-3042			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Weslaco, JCPenney at Valley Crossing Shopping Center		715 E Expressway 83	Weslaco, TX 78596-4539	Weslaco	Texas	78596-4539	Sephora inside JCPenney	(956) 447-3500			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Waco, JCPenney at Richland Mall		6001 W Waco Dr	Waco, TX 76710	Waco	Texas	76710	Sephora inside JCPenney	(254) 776-1250			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
The Woodlands, JCPenney at The Woodland Mall		1201 LAKE WOODLANDS DR STE 500	The Woodlands, TX 77380	The Woodlands	Texas	77380	Sephora inside JCPenney	(281) 419-1419			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Tyler, JCPenney at Broadway Square Mall		4401 S Broadway	Tyler, TX 75703-1398	Tyler	Texas	75703-1398	Sephora inside JCPenney	(903) 561-3333			Mo-Sa 10:00-21:00; Su 12:30-18:00	Store	
Victoria, JCPenney at West Acres Mall		8106 N Navarro St	Victoria, TX 77904-2698	Victoria	Texas	77904-2698	Sephora inside JCPenney	(361) 578-1511			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Sugarland, JCPenney at First Colony		16529 Southwest Pkwy	Sugarland, TX 77479-2317	Sugarland	Texas	77479-2317	Sephora inside JCPenney	(281) 565-1596			Mo-Sa 10:00-22:00; Su 11:00-19:00	Store	
Texarkana, JCPenney at Central Mall		2400 RICHMOND RD STE 61	Texarkana, TX 75503	Texarkana	Texas	75503	Sephora inside JCPenney	(903) 832-1561			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Sherman, JCPenney at Sherman Town Center		610 Graham Dr	Sherman, TX 75092	Sherman	Texas	75092	Sephora inside JCPenney	(903) 870-0489			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
San Marcos, JCPenney at Stonecreek Crossing		800 Barnes St	San Marcos, TX 78666-6190	San Marcos	Texas	78666-6190	Sephora inside JCPenney	(512) 392-6860			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
San Antonio, JCPenney at The Rim Shopping Center		17710 LA CANTERA PKWY	San Antonio, TX 78257	San Antonio	Texas	78257	Sephora inside JCPenney	(210) 641-2493			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
San Antonio, JCPenney at South Park Mall		2418 SW Military Drive	San Antonio, TX 78224-1497	San Antonio	Texas	78224-1497	Sephora inside JCPenney	(210) 923-5461			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
San Antonio, JCPenney at Rolling Oaks Mall		6909 N Loop 1604 E	San Antonio, TX 78266	San Antonio	Texas	78266	Sephora inside JCPenney	(210) 599-0299			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
San Antonio, JCPenney at Ingram Park Mall		6301 NW LOOP 410	San Antonio, TX 78238	San Antonio	Texas	78238	Sephora inside JCPenney	(210) 681-6450			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
San Antonio, JCPenney at North Star Mall		7400 San Pedro Ave	San Antonio, TX 78216-5353	San Antonio	Texas	78216-5353	Sephora inside JCPenney	(210) 348-2958			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
San Antonio, JCPenney at Alamo Ranch Marketplace		5335 W Loop 1604 N	San Antonio, TX 78253-7300	San Antonio	Texas	78253-7300	Sephora inside JCPenney	(210) 301-2001			Mo-Sa 10:00-21:00; Su 11:00-21:00	Store	
Round Rock, JCPenney at University Oaks Shopping Center		151 University Oaks	Round Rock, TX 78665-2431	Round Rock	Texas	78665-2431	Sephora inside JCPenney	(512) 341-0764			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Rosenberg, JCPenney at Brazos Town Commons		24201 Brazos Town Crossing	Rosenberg, TX 77471-6092	Rosenberg	Texas	77471-6092	Sephora inside JCPenney	(281) 232-3270			Mo-Fr 10:00-22:00; Sa 09:00-22:00; Su 11:00-20:00	Store	
Pearland, JCPenney at The Crossing at 288 Shopping Center		2500 SMITH RANCH ROAD	Pearland, TX 77584	Pearland	Texas	77584	Sephora inside JCPenney	(713) 436-1548			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Rockwall, JCPenney at Plaza at Rockwall		1015 E I 30	Rockwall, TX 75087	Rockwall	Texas	75087	Sephora inside JCPenney	(972) 961-9239			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Pasadena, JCPenney at Fairmont Center		5120 FAIRMONT PKWY	Pasadena, TX 77505	Pasadena	Texas	77505	Sephora inside JCPenney	(281) 998-0696			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Plano, JCPenney at Collin Creek Mall		821 N CENTRAL EXPWY	Plano, TX 75075	Plano	Texas	75075	Sephora inside JCPenney	(972) 578-8666			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Odessa, JCPenney at Music City Mall		4101 E 42ND ST	Odessa, TX 79762	Odessa	Texas	79762	Sephora inside JCPenney	(432) 367-0601			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Mesquite, JCPenney at Town East Mall		6000 Town East Blvd	Mesquite, TX 75150-4152	Mesquite	Texas	75150-4152	Sephora inside JCPenney	(972) 279-4100			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
New Braunfels, JCPenney at New Braunfels Town Center at Creekside		215 Creekside Way	New Braunfels, TX 78130-6389	New Braunfels	Texas	78130-6389	Sephora inside JCPenney	(830) 632-2113			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Midland, JCPenney at Midland Park Mall		4511 N MIDKIFF RD	Midland, TX 79705	Midland	Texas	79705	Sephora inside JCPenney	(432) 699-4347			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Lubbock, JCPenney at South Plains Mall		6002 Slide Rd	Lubbock, TX 79414-8611	Lubbock	Texas	79414-8611	Sephora inside JCPenney	(806) 792-6841			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Mcallen, JCPenney at La Plaza		2200 S 10th St	Mcallen, TX 78503-5478	Mcallen	Texas	78503-5478	Sephora inside JCPenney	(956) 682-9431			Mo-Fr 10:00-21:00; Sa 09:00-22:00; Su 11:00-20:00	Store	
League City, JCPenney at Victory Lakes Town Center		2520 Gulf Fwy S	League City, TX 77573-6743	League City	Texas	77573-6743	Sephora inside JCPenney	(281) 534-7196			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Longview, JCPenney at Longview Mall		3550 MCCANN RD	Longview, TX 75605	Longview	Texas	75605	Sephora inside JCPenney	(903) 758-4441			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Katy, JCPenney at West Grand Promenade		23523 Grand Circle Blvd	Katy, TX 77449-4562	Katy	Texas	77449-4562	Sephora inside JCPenney	(281) 574-3311			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lake Jackson, JCPenney at Brazos Mall		100 HWY 332 W STE 1260	Lake Jackson, TX 77566	Lake Jackson	Texas	77566	Sephora inside JCPenney	(979) 297-3281			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Laredo, JCPenney at Mall Del Norte Shopping Center		5300 San Dario	Laredo, TX 78041-3000	Laredo	Texas	78041-3000	Sephora inside JCPenney	(956) 718-9961			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Hurst, JCPenney at North East Mall		1105 Melbourne Dr	Hurst, TX 76053-6211	Hurst	Texas	76053-6211	Sephora inside JCPenney	(817) 284-4761			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Houston, JCPenney at Willowbrook Mall		7925 FM 1960 Road West	Houston, TX 77070-5735	Houston	Texas	77070-5735	Sephora inside JCPenney	(281) 469-0033			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-19:00	Store	
Houston, JCPenney at Shops at Stone Park		5858 E Sam Houston Pkwy N	Houston, TX 77049-2500	Houston	Texas	77049-2500	Sephora inside JCPenney	(281) 504-1092			Mo-Fr 10:00-22:00; Sa 09:00-22:00; Su 11:00-18:00	Store	
Houston, JCPenney at Meyerland Plaza		730 Meyerland Plaza Mall	Houston, TX 77096-1699	Houston	Texas	77096-1699	Sephora inside JCPenney	(713) 666-3861			Mo-Th 10:00-21:00; Fr-Sa 10:00-21:30; Su 11:00-20:00	Store	
Humble, JCPenney at Deerbrook Mall		20131 HWY 59N STE 3000	Humble, TX 77338	Humble	Texas	77338	Sephora inside JCPenney	(281) 540-7513			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-19:00	Store	
Houston, JCPenney at Memorial City Mall		300 MEMORIAL CITY WAY	Houston, TX 77024	Houston	Texas	77024	Sephora inside JCPenney	(713) 467-1621			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-19:00	Store	
Fort Worth, JCPenney at Ridgmar Mall		1900 Green Oaks Rd	Fort Worth, TX 76116-1703	Fort Worth	Texas	76116-1703	Sephora inside JCPenney	(817) 731-6371			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Harlingen, JCPenney at Valle Vista Mall		2006 S Expressway 83	Harlingen, TX 78552-5999	Harlingen	Texas	78552-5999	Sephora inside JCPenney	(956) 425-4211			Mo-Fr 10:00-21:00; Sa 08:00-21:00; Su 11:00-20:00	Store	
Frisco, JCPenney at Stonebriar Centre		2607 Preston Rd	Frisco, TX 75034-9434	Frisco	Texas	75034-9434	Sephora inside JCPenney	(972) 712-2707			Mo-Sa 10:00-21:00; Su 10:00-19:00	Store	
Friendswood, JCPenney at Baybrook Mall		100 Baybrook Mall	Friendswood, TX 77546-2707	Friendswood	Texas	77546-2707	Sephora inside JCPenney	(281) 218-7000			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Flower Mound, JCPenney at Robertsons Creek		5751 Long Prairie Rd	Flower Mound, TX 75028-5619	Flower Mound	Texas	75028-5619	Sephora inside JCPenney	(972) 874-6725			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Fort Worth, JCPenney at Alliance Town Center		3001 Texas Sage Trail	Fort Worth, TX 76177-8590	Fort Worth	Texas	76177-8590	Sephora inside JCPenney	(817) 745-4800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Fairview, JCPenney at Village at Fairview		301 Stacy Rd	Fairview, TX 75069-1640	Fairview	Texas	75069-1640	Sephora inside JCPenney	(972) 549-4094			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
El Paso, JCPenney at El Mercado Plaza		1950 Joe Battle Blvd	El Paso, TX 79938-2629	El Paso	Texas	79938-2629	Sephora inside JCPenney	(915) 856-0437			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Edinburg, JCPenney at Shops at Rio Grande		419 E Trenton Rd	Edinburg, TX 78539-9150	Edinburg	Texas	78539-9150	Sephora inside JCPenney	(956) 380-0820			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
El Paso, JCPenney at Cielo Vista Mall		8401 Gateway W	El Paso, TX 79925-5690	El Paso	Texas	79925-5690	Sephora inside JCPenney	(915) 779-2000			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Eagle Pass, JCPenney at Mall De Las Aguilas		455 S BIBB ST	Eagle Pass, TX 78852	Eagle Pass	Texas	78852	Sephora inside JCPenney	(830) 773-7844			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Denton, JCPenney at Golden Triangle Mall		2201 S Interstate 35 E	Denton, TX 76210	Denton	Texas	76210	Sephora inside JCPenney	(940) 566-6086			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Dallas, JCPenney at Timber Creek Crossing		6051 Skillman St	Dallas, TX 75231-7720	Dallas	Texas	75231-7720	Sephora inside JCPenney	(972) 892-2050			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Corpus Christi, JCPenney at La Palmera Mall		5488 S Padre Island Dr	Corpus Christi, TX 78411-4120	Corpus Christi	Texas	78411-4120	Sephora inside JCPenney	(361) 991-7251			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
College Station, JCPenney at Post Oak Mall		1500 Harvey Rd	College Station, TX 77840	College Station	Texas	77840	Sephora inside JCPenney	(979) 764-1600			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Cypress, JCPenney at Cy Fair Town Center		25646 Hwy 290	Cypress, TX 77429-1028	Cypress	Texas	77429-1028	Sephora inside JCPenney	(281) 373-4103			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Conroe, JCPenney at Teas Crossing		3165 Interstate 45 N	Conroe, TX 77304-5040	Conroe	Texas	77304-5040	Sephora inside JCPenney	(936) 756-7567			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Cedar Park, JCPenney at Lakeline Mall		11200 Lakeline Mall Dr	Cedar Park, TX 78613	Cedar Park	Texas	78613	Sephora inside JCPenney	(512) 257-1177			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Burleson, JCPenney at Burleson Town Center		877 NE ALSBURY BLVD	Burleson, TX 76028	Burleson	Texas	76028	Sephora inside JCPenney	(817) 295-0638			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Cedar Hill, JCPenney at Cedar Hill Village		333 N Hwy 67	Cedar Hill, TX 75104-2134	Cedar Hill	Texas	75104-2134	Sephora inside JCPenney	(972) 293-0273			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Brownsville, JCPenney at Sunrise Mall		2370 N Expwy Ste 2000	Brownsville, TX 78526-4500	Brownsville	Texas	78526-4500	Sephora inside JCPenney	(956) 504-0134			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Beaumont, JCPenney at Parkdale Mall		6455 Eastex Freeway	Beaumont, TX 77706-6784	Beaumont	Texas	77706-6784	Sephora inside JCPenney	(409) 898-2552			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-19:00	Store	
Austin, JCPenney at Southpark Meadows Shopping Center		9500 S IH-35 STE H	Austin, TX 78748	Austin	Texas	78748	Sephora inside JCPenney	(512) 280-3872			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Austin, JCPenney at Tech Ridge Center		12351 N IH-35	Austin, TX 78753	Austin	Texas	78753	Sephora inside JCPenney	(512) 873-7438			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Amarillo, JCPenney at Westgate Mall		7701 W I-40	Amarillo, TX 79121-0600	Amarillo	Texas	79121-0600	Sephora inside JCPenney	(806) 355-7241			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Austin, JCPenney at Barton Creek Square		2901 S CAPITOL OF TEXAS HWY	Austin, TX 78746	Austin	Texas	78746	Sephora inside JCPenney	(512) 327-6300			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Arlington, JCPenney at The Parks Mall		3851 S Cooper St	Arlington, TX 76015-4120	Arlington	Texas	76015-4120	Sephora inside JCPenney	(817) 557-9292			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Mt Juliet, JCPenney at Providence Marketplace		401 S MT JULIET RD STE 630	Mt Juliet, TN 37122	Mt Juliet	Tennessee	37122	Sephora inside JCPenney	(615) 758-7800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Murfreesboro, JCPenney at Stones River Mall		1720 OLD FORT PARKWAY	Murfreesboro, TN 37129	Murfreesboro	Tennessee	37129	Sephora inside JCPenney	(615) 907-0759			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Memphis, JCPenney at Centennial Commons		7700 Polo Grounds Blvd	Memphis, TN 38125-5755	Memphis	Tennessee	38125-5755	Sephora inside JCPenney	(901) 620-2800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Abilene, JCPenney at Mall Of Abilene		4310 Buffalo Gap Rd	Abilene, TX 79606	Abilene	Texas	79606	Sephora inside JCPenney	(325) 695-2100			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Johnson City, JCPenney at The Mall		2011 N Roan St	Johnson City, TN 37601-3130	Johnson City	Tennessee	37601-3130	Sephora inside JCPenney	(423) 282-6606			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Knoxville, JCPenney at West Town Mall		7600 Kingston Pike	Knoxville, TN 37919	Knoxville	Tennessee	37919	Sephora inside JCPenney	(865) 693-4110			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Jackson, JCPenney at Old Hickory Mall		2021 N Highland Ave Ste 15	Jackson, TN 38305	Jackson	Tennessee	38305	Sephora inside JCPenney	(731) 668-7330			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Franklin, JCPenney at CoolSprings Galleria		1780 Galleria Blvd	Franklin, TN 37067-2623	Franklin	Tennessee	37067-2623	Sephora inside JCPenney	(615) 771-7743			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Goodlettsville, JCPenney at Rivergate Mall		1000 RIVERGATE PKWY STE 3	Goodlettsville, TN 37072	Goodlettsville	Tennessee	37072	Sephora inside JCPenney	(615) 859-3461			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Farragut, JCPenney at Turkey Creek Shopping Center		11534 Parkside Dr	Farragut, TN 37934-1975	Farragut	Tennessee	37934-1975	Sephora inside JCPenney	(865) 288-6708			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Chattanooga, JCPenney at Hamilton Place		2100 Hamilton Place Blvd	Chattanooga, TN 37421-6049	Chattanooga	Tennessee	37421-6049	Sephora inside JCPenney	(423) 894-2330			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Bartlett, JCPenney at Wolfchase Galleria		2756 N Germantown Pkwy	Bartlett, TN 38133	Bartlett	Tennessee	38133	Sephora inside JCPenney	(901) 937-7666			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Sioux Falls, JCPenney at Empire Mall		3200 W Empire Mall	Sioux Falls, SD 57106-6501	Sioux Falls	South Dakota	57106-6501	Sephora inside JCPenney	(605) 361-6123			Mo-Sa 09:00-21:00; Su 11:00-19:00	Store	
N Charleston, JCPenney at Northwoods Mall		2150 Northwoods Blvd	N Charleston, SC 29406-4062	N Charleston	South Carolina	29406-4062	Sephora inside JCPenney	(843) 824-8113			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Greenville, JCPenney at Haywood Mall		700 Haywood Rd	Greenville, SC 29607-2794	Greenville	South Carolina	29607-2794	Sephora inside JCPenney	(864) 297-3550			Mo-Th 10:00-21:00; Fr-Sa 10:00-21:30; Su 12:30-18:00	Store	
Rock Hill, JCPenney at Rock Hill Galleria		2321 DAVE LYLE BLVD	Rock Hill, SC 29730	Rock Hill	South Carolina	29730	Sephora inside JCPenney	(803) 366-6161			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Columbia, JCPenney at Village at Sandhill		304 FORUM DRIVE	Columbia, SC 29229	Columbia	South Carolina	29229	Sephora inside JCPenney	(803) 699-4469			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Myrtle Beach, JCPenney at Coastal Grand Mall		1800 Coastal Grand Cir	Myrtle Beach, SC 29577-9782	Myrtle Beach	South Carolina	29577-9782	Sephora inside JCPenney	(843) 839-0088			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Florence, JCPenney at Magnolia Mall		2701 David H Mcleod Blvd	Florence, SC 29501	Florence	South Carolina	29501	Sephora inside JCPenney	(843) 669-3211			Mo-Sa 10:00-21:00; Su 12:00-17:00	Store	
Warwick, JCPenney at Warwick Mall		400 Bald Hill Rd	Warwick, RI 02886-1683	Warwick	Rhode Island	02886-1683	Sephora inside JCPenney	(401) 739-7010			Mo-Sa 10:00-22:00; Su 12:00-18:00	Store	
Anderson, JCPenney at Anderson Mall		3187 N Main St	Anderson, SC 29621	Anderson	South Carolina	29621	Sephora inside JCPenney	(864) 225-4641			Mo-Sa 10:00-21:00; Su 13:30-18:00	Store	
Wilkes-Barre, JCPenney at Wyoming Valley Mall		34 Wyoming Valley Mall	Wilkes-Barre, PA 18702-6810	Wilkes-Barre	Pennsylvania	18702-6810	Sephora inside JCPenney	(570) 829-0531			Mo-Sa 10:00-21:00; Su 11:00-17:00	Store	
Columbia, JCPenney at Columbiana Center Mall		100 Columbiana Cir #102	Columbia, SC 29212	Columbia	South Carolina	29212	Sephora inside JCPenney	(803) 407-2215			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Whitehall, JCPenney at Lehigh Valley Mall		500 LEHIGH VALLEY MALL	Whitehall, PA 18052	Whitehall	Pennsylvania	18052	Sephora inside JCPenney	(610) 264-5671			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Tarentum, JCPenney at Galleria at Pittsburg Mills		167 PITTSBURGH MILLS CIRCLE	Tarentum, PA 15084	Tarentum	Pennsylvania	15084	Sephora inside JCPenney	(724) 275-1047			Mo-Th 10:00-21:00; Fr-Sa 10:00-21:30; Su 11:00-18:00	Store	
Scranton, JCPenney at Viewmont Mall		80 Viewmont Mall	Scranton, PA 18508-1398	Scranton	Pennsylvania	18508-1398	Sephora inside JCPenney	(570) 346-8401			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
North Wales, JCPenney at Montgomery Mall		300 Montgomery Mall	North Wales, PA 19454-3907	North Wales	Pennsylvania	19454-3907	Sephora inside JCPenney	(215) 362-2100			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Monroeville, JCPenney at Monroeville Mall		500 Monroeville Mall	Monroeville, PA 15146	Monroeville	Pennsylvania	15146	Sephora inside JCPenney	(412) 373-2620			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Pittsburgh, JCPenney at Robinson Town Center		2000 Robinson Town Center	Pittsburgh, PA 15205-4810	Pittsburgh	Pennsylvania	15205-4810	Sephora inside JCPenney	(412) 787-9778			Mo-Th 10:00-21:00; Fr-Sa 10:00-21:30; Su 11:00-18:00	Store	
Monaca, JCPenney at Beaver Valley Mall		200 BEAVER VALLEY MALL	Monaca, PA 15061	Monaca	Pennsylvania	15061	Sephora inside JCPenney	(724) 728-8140			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lancaster, JCPenney at Park City Shopping Center		400 PARK CITY S/C	Lancaster, PA 17601	Lancaster	Pennsylvania	17601	Sephora inside JCPenney	(717) 299-0411			Mo-Sa 10:00-21:30; Su 11:00-18:00	Store	
Johnstown, JCPenney at Galleria Mall		560 Galleria Dr	Johnstown, PA 15904-8909	Johnstown	Pennsylvania	15904-8909	Sephora inside JCPenney	(814) 269-2171			Mo-Sa 10:00-21:00; Su 12:00-17:00	Store	
Langhorne, JCPenney at Oxford Valley Mall		2300 E Lincoln Hwy	Langhorne, PA 19047-1824	Langhorne	Pennsylvania	19047-1824	Sephora inside JCPenney	(215) 752-2350			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Hermitage, JCPenney at Shenango Valley Mall		3405 E State St	Hermitage, PA 16148	Hermitage	Pennsylvania	16148	Sephora inside JCPenney	(724) 981-2500			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Harrisburg, JCPenney at High Pointe Commons		4680 HIGH POINTE BLVD	Harrisburg, PA 17111	Harrisburg	Pennsylvania	17111	Sephora inside JCPenney	(717) 561-2124			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Hanover, JCPenney at North Hanover Mall		1155 Carlisle Street	Hanover, PA 17331	Hanover	Pennsylvania	17331	Sephora inside JCPenney	(717) 634-3490			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Greensburg, JCPenney at Westmoreland Mall		5256 Route 30	Greensburg, PA 15601-6405	Greensburg	Pennsylvania	15601-6405	Sephora inside JCPenney	(724) 836-8110			Mo-Th 10:00-21:00; Fr 10:00-21:30; Sa 09:00-21:30; Su 11:00-18:00	Store	
Altoona, JCPenney at Logan Valley Mall		5580 Goods Ln	Altoona, PA 16602	Altoona	Pennsylvania	16602	Sephora inside JCPenney	(814) 944-5081			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Erie, JCPenney at Mill Creek Mall		840 Mill Creek Mall	Erie, PA 16565-0840	Erie	Pennsylvania	16565-0840	Sephora inside JCPenney	(814) 868-5261			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Salem, JCPenney at Salem Center		305 Liberty St NE	Salem, OR 97301-3589	Salem	Oregon	97301-3589	Sephora inside JCPenney	(503) 585-4535			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
